"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ADCY5",0.0327467331080021,-0.419629426821638,0.455,0.761,1
"ABCA9",0.0356818360810223,0.389453102960683,0.9,0.94,1
"NBEA",0.0395396230031625,0.306887799169604,0.498,1,1
"PRKG1",0.0449324167530164,0.428137389538347,0.863,0.94,1
"RAB20",0.0458115549143626,-0.458943123601239,0.133,0.463,1
"ARHGAP6",0.0459880560889574,0.430277064301946,0.488,0.97,1
"GRK5",0.0483112378711776,1.20539887890095,0.668,0.985,1
"TMEM164",0.0555628620901755,-0.374656151408916,0.659,0.91,1
"PALLD",0.056582401180083,0.37467636654347,0.427,0.896,1
"HK2",0.0569864345358846,-0.528724929726328,0.284,0.672,1
"PRDM16",0.0579985932589007,-0.339260120860941,0.19,0.478,1
"MAMDC2",0.059401760050831,0.34576329432816,0.398,0.881,1
"CHSY3",0.0597492344349837,0.387657300586334,0.389,0.627,1
"PXDNL",0.0661255327638292,0.652311288221807,0.422,0.896,1
"EZR",0.0683425498119862,0.300301157077337,0.607,1,1
"LIPE-AS1",0.0724279010788286,-0.336362093330509,0.796,0.925,1
"CPXM2",0.0737369196993608,0.38958776995834,0.294,0.582,1
"SEMA3C",0.0751231602334626,0.380343007160481,0.886,1,1
"FAM13A",0.0771324737011061,0.317533244680341,0.882,0.97,1
"PTGIS",0.0777132964082729,1.00109488085707,0.64,0.985,1
"KCND2",0.0777182101355006,0.491814661105917,0.73,0.881,1
"ADAMTS12",0.0790373804962197,-0.346896509285285,0.739,0.881,1
"LINC01239",0.0835476422106105,0.308689633282419,0.474,0.955,1
"COL6A3",0.0849106951041293,0.578564228394394,0.645,0.836,1
"COQ8A",0.0911766342139985,-0.390574149528484,0.602,0.821,1
"COL14A1",0.107726363582911,0.354345042575649,0.256,0.731,1
"BTNL9",0.117493286024966,-0.458125190991785,0.052,0.463,1
"ADH1B",0.117878889751859,0.388555465782588,0.863,0.985,1
"ANGPT1",0.124407070753833,-0.309573056083954,0.687,0.866,1
"KIAA1671",0.141864244666071,0.443232760734023,0.299,0.597,1
"CD55",0.145133607079563,0.455893941344922,0.36,0.627,1
"DIRC3",0.158313921673822,0.388895626436196,0.834,0.896,1
"PFKFB3",0.160068217233864,-0.381469861279442,0.867,0.97,1
"ITGA11",0.163774926019778,1.04710181434722,0.588,1,1
"HPSE2",0.168534899099829,0.377645995791377,0.308,0.597,1
"CLIC4",0.214143390820749,-0.385111862874803,0.611,0.806,1
"TIMP3",0.216082897603587,0.490050692512792,0.758,0.881,1
"MEG8",0.230951858709405,0.763711882617797,0.645,0.94,1
"NTM",0.233535891604763,0.432329349719833,0.701,0.91,1
"DENND2A",0.237996655604633,0.353046730569649,0.63,0.806,1
"AC007319.1",0.240448949502199,0.456969824678055,0.464,0.881,1
"LPAR1",0.251200758000274,0.531710795849695,0.701,0.985,1
"VGLL3",0.259581869092897,0.332851038204104,0.479,0.94,1
"KCNB1",0.295809844477853,0.325159008345647,0.142,0.537,1
