"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"WTIP",6.3994251910783e-29,0.399492060514648,0.382,0.166,1.98107005640211e-24
"HNMT",7.60105576413218e-29,0.448044754069928,0.428,0.204,2.3530588329024e-24
"ZDHHC3",9.37926652337574e-29,0.327905161799343,0.331,0.127,2.90353953764143e-24
"NBPF12",9.70627858865451e-29,0.311472942490995,0.397,0.17,3.00477266268978e-24
"PMEPA1",1.02940562818507e-28,0.488362534737625,0.408,0.188,3.18673100317251e-24
"TBC1D16",1.09864431355859e-28,0.390279060027846,0.767,0.477,3.40107320148334e-24
"FMNL2",1.13756227004325e-28,0.387489574003143,0.806,0.512,3.5215515193729e-24
"AC034195.1",1.31274999747207e-28,0.397523856374155,0.364,0.152,4.06388016717428e-24
"DOCK9",1.48589860969241e-28,-0.896735826064045,0.25,0.402,4.5998963260248e-24
"L2HGDH",1.7622118599913e-28,0.351908678709628,0.325,0.122,5.45527925497507e-24
"PTPN4",2.14455164575347e-28,0.37349383194814,0.546,0.285,6.63888852975901e-24
"GYS1",2.60928728556324e-28,0.327989963079337,0.44,0.202,8.07757064991812e-24
"ZNF592",2.66932642028898e-28,0.328718428358135,0.489,0.238,8.2634337992886e-24
"NRG2",3.21867297976504e-28,0.367951387992147,0.319,0.12,9.96404594345862e-24
"ECHDC1",3.34844838939413e-28,0.380889959879363,0.497,0.252,1.03657916790474e-23
"MAP4K3",3.67443067235167e-28,0.46355449281107,0.834,0.593,1.1374935032399e-23
"CCDC91",3.74649088838075e-28,0.320181527293479,0.667,0.374,1.15980118431603e-23
"DOCK1",4.80670178390242e-28,-0.617738949984904,0.711,0.711,1.48801067124267e-23
"RASA3",4.89642485643716e-28,0.39500900404917,0.684,0.402,1.51578624280725e-23
"SMAD6",5.20818554969724e-28,0.416596825547103,0.501,0.256,1.61229800061978e-23
"BTBD9",6.08615082353146e-28,0.403780915857871,0.811,0.536,1.88408971044063e-23
