"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FBLN5",2.63577105594244e-14,1.00461038222186,0.511,0.443,8.15955645788102e-10
"SNED1",4.44898967385641e-14,0.935399089859539,0.688,0.778,1.37727373333573e-09
"RERE",5.40635459864084e-14,-0.306669127830222,0.802,0.949,1.67364519310124e-09
"CACNA1C",6.12978270185825e-14,1.26670812442214,0.502,0.446,1.89759683101426e-09
"ECHDC2",8.59942711283186e-14,-0.308549388293238,0.623,0.87,2.66212465131936e-09
"ABLIM1",1.03452314443549e-13,-0.300828841071699,0.522,0.819,3.20257329822895e-09
"THRB",1.57720139122992e-13,-0.30680165449652,0.648,0.886,4.88254234683046e-09
"C7",1.76034840546173e-13,1.2830526957643,0.625,0.624,5.44951055878789e-09
"FGF7",2.04283672192166e-13,1.13419692848311,0.501,0.432,6.32400964005287e-09
"CHD9",2.60109159775151e-13,0.512966276022752,0.858,0.911,8.05219925915935e-09
"COL3A1",4.81633166309963e-13,0.850294208387405,0.688,0.732,1.49099179294575e-08
"SEMA3C",5.53354094941441e-13,-0.402840736839098,0.485,0.786,1.71301827171022e-08
"LRP1B",1.38390540356401e-12,-0.837707305350093,0.259,0.416,4.28415595781311e-08
"CACNA2D1",2.58917816648549e-12,-0.465484459854318,0.643,0.849,8.01531884998913e-08
"SETBP1",4.24511175447996e-12,0.811102050226299,0.669,0.716,1.31415924583436e-07
"DENND2A",4.80511537887079e-12,0.884872201049097,0.628,0.654,1.48751956783703e-07
"CDK14",5.366186256955e-12,0.653399944081984,0.659,0.727,1.66121027956556e-07
"DST",7.00970239591037e-12,0.568315149247712,0.709,0.803,2.16999357070197e-07
"CAMK2D",8.16160138828816e-12,0.604388926345706,0.764,0.843,2.52658694177237e-07
"PARD3",8.89527886070146e-12,0.457694317497592,0.885,0.935,2.75371147690735e-07
"FRMD4B",1.18488495609395e-11,0.981545280216958,0.527,0.486,3.66804835858006e-07
"EBF3",1.3546420436696e-11,1.07309633831108,0.568,0.573,4.19356537458799e-07
"PPP3CA",1.35991937081201e-11,0.617055136529424,0.737,0.811,4.20990239622274e-07
"FOSB",1.86263350414386e-11,1.10987761626127,0.618,0.608,5.76615453877815e-07
"SEPTIN11",1.93850030985157e-11,-0.3211712728246,0.578,0.843,6.00101540920752e-07
"RIPOR3",4.38568385614065e-11,1.09001646303274,0.444,0.373,1.35767615134546e-06
"PAPPA",4.46052218906112e-11,1.28379852907264,0.456,0.4,1.38084385406765e-06
"FRMD6",4.82988561931111e-11,1.06379508968921,0.481,0.422,1.49518769117014e-06
"SASH1",7.61593624663345e-11,0.770778412670325,0.643,0.722,2.35766538387032e-06
"NCOR2",1.12699770395063e-10,0.701040547186416,0.617,0.676,3.48884679211998e-06
"FILIP1",1.56780545216765e-10,0.998143154256023,0.443,0.395,4.8534553382754e-06
